n    ,h              ,x              ,v1[1]              ,v1[2]              ,v2[1]              ,v2[2]              ,S                      ,ОЛП                    ,u[1]               ,u[2]               ,E
1077 ,0.16           ,42.25115722656 ,6.55619384900574   ,6.55619384900574   ,6.556189659747177  ,6.556189659747178  ,4.18925856315866e-06   ,8.37851712631732e-06   ,6.553986698354594  ,6.553986698354594  ,0.0022071506511460726
1078 ,0.16           ,42.41115722656 ,6.54572069589233   ,6.54572069589233   ,6.545716513325873  ,6.545716513325873  ,4.182566456734094e-06  ,8.365132913468187e-06  ,6.543508704267802  ,6.543508704267802  ,0.002211991624527343
1079 ,0.16           ,42.57115722656 ,6.535264273055458  ,6.535264273055458  ,6.535260097170418  ,6.5352600971704184 ,4.175885040424987e-06  ,8.351770080849974e-06  ,6.533047461566865  ,6.533047461566865  ,0.0022168114885925405
1080 ,0.16           ,42.73115722656 ,6.524824553769443  ,6.524824553769443  ,6.524820384555146  ,6.524820384555147  ,4.16921429735595e-06   ,8.3384285947119e-06    ,6.522602943471     ,6.522602943471     ,0.002221610298443366
1081 ,0.16           ,42.89115722656 ,6.5144015113512985 ,6.5144015113512985 ,6.514397348797088  ,6.514397348797088  ,4.162554210651592e-06  ,8.325108421303185e-06  ,6.512175123242231  ,6.512175123242231  ,0.002226388109067834
1082 ,0.16           ,43.05115722656 ,6.503995119160658  ,6.503995119160658  ,6.5039909632558945 ,6.503990963255895  ,4.155904763436524e-06  ,8.311809526873049e-06  ,6.501763974185334  ,6.501763974185334  ,0.002231144975324284
1083 ,0.16           ,43.21115722656 ,6.493605350599715  ,6.493605350599715  ,6.493601201333776  ,6.493601201333777  ,4.149265938835356e-06  ,8.298531877670712e-06  ,6.491369469647762  ,6.491369469647762  ,0.002235880951952929
1084 ,0.16           ,43.37115722656 ,6.483232179113151  ,6.483232179113151  ,6.483228036475433  ,6.483228036475434  ,4.14263771819634e-06   ,8.28527543639268e-06   ,6.480991583019577  ,6.480991583019577  ,0.0022405960935740765
1085 ,0.16           ,43.53115722656 ,6.4728755781880665 ,6.4728755781880665 ,6.472871442167982  ,6.472871442167982  ,4.1360200846440875e-06 ,8.272040169288175e-06  ,6.4706302877333846 ,6.4706302877333846 ,0.002245290454681914
1086 ,0.16           ,43.69115722656 ,6.462535521353917  ,6.462535521353917  ,6.462531391940892  ,6.462531391940892  ,4.129413024855921e-06  ,8.258826049711843e-06  ,6.460285557264262  ,6.460285557264262  ,0.0022499640896551654
1087 ,0.16           ,43.85115722656 ,6.452211982182442  ,6.452211982182442  ,6.452207859365925  ,6.452207859365926  ,4.1228165175155596e-06 ,8.245633035031119e-06  ,6.449957365129695  ,6.449957365129695  ,0.002254617052747321
1088 ,0.16           ,44.01115722656 ,6.4419049342875985 ,6.4419049342875985 ,6.44190081805705   ,6.44190081805705   ,4.1162305484121475e-06 ,8.232461096824295e-06  ,6.439645684889505  ,6.439645684889505  ,0.0022592493980937434
1089 ,0.16           ,44.17115722656 ,6.431614351325495  ,6.431614351325495  ,6.431610241670393  ,6.431610241670394  ,4.109655101558474e-06  ,8.219310203116947e-06  ,6.429350490145786  ,6.429350490145786  ,0.0022638611797090036
1090 ,0.16           ,44.33115722656 ,6.421340206994321  ,6.421340206994321  ,6.421336103904164  ,6.421336103904164  ,4.103090157414613e-06  ,8.206180314829226e-06  ,6.419071754542831  ,6.419071754542831  ,0.0022684524514904325
1091 ,0.16           ,44.49115722656 ,6.4110824750342825 ,6.4110824750342825 ,6.411078378498583  ,6.411078378498583  ,4.096535699105175e-06  ,8.19307139821035e-06   ,6.408809451767075  ,6.408809451767075  ,0.0022730232672074635
1092 ,0.16           ,44.65115722656 ,6.400841129227535  ,6.400841129227535  ,6.400837039235823  ,6.400837039235823  ,4.089991712419305e-06  ,8.17998342483861e-06   ,6.398563555547014  ,6.398563555547014  ,0.002277573680521172
1093 ,0.16           ,44.81115722656 ,6.390616143398114  ,6.390616143398114  ,6.390612059939935  ,6.390612059939936  ,4.0834581795934355e-06 ,8.166916359186871e-06  ,6.3883340396531505 ,6.3883340396531505 ,0.002282103744963848
1094 ,0.16           ,44.97115722656 ,6.380407491411872  ,6.380407491411872  ,6.380403414476788  ,6.380403414476788  ,4.076935083752176e-06  ,8.153870167504351e-06  ,6.378120877897918  ,6.378120877897918  ,0.0022866135139540944
1095 ,0.16           ,45.13115722656 ,6.370215147176406  ,6.370215147176406  ,6.370211076753998  ,6.370211076753998  ,4.070422408020136e-06  ,8.140844816040271e-06  ,6.367924044135616  ,6.367924044135616  ,0.0022911030407897215
1096 ,0.16           ,45.29115722656 ,6.360039084640997  ,6.360039084640997  ,6.360035020720861  ,6.360035020720861  ,4.063920135521926e-06  ,8.127840271043851e-06  ,6.357743512262345  ,6.357743512262345  ,0.0022955723786521887
1097 ,0.16           ,45.45115722656 ,6.349879277796539  ,6.349879277796539  ,6.349875220368288  ,6.349875220368288  ,4.0574282511585125e-06 ,8.114856502317025e-06  ,6.347579256215937  ,6.347579256215937  ,0.002300021580602163
1098 ,0.16           ,45.61115722656 ,6.339735700675474  ,6.339735700675474  ,6.33973164972874   ,6.339731649728741  ,4.0509467345017924e-06 ,8.101893469003585e-06  ,6.337431249975891  ,6.337431249975891  ,0.0023044506995830716
1099 ,0.16           ,45.77115722656 ,6.329608327351728  ,6.329608327351728  ,6.329604282876153  ,6.329604282876154  ,4.0444755748936245e-06 ,8.088951149787249e-06  ,6.327299467563307  ,6.327299467563307  ,0.0023088597884211026
1100 ,0.16           ,45.93115722656 ,6.31949713194064   ,6.31949713194064   ,6.319493093925889  ,6.319493093925889  ,4.038014751017727e-06  ,8.076029502035453e-06  ,6.317183883040816  ,6.317183883040816  ,0.002313248899824316
1101 ,0.16           ,46.09115722656 ,6.3094020885988975 ,6.3094020885988975 ,6.30939805703465   ,6.309398057034651  ,4.031564247775066e-06  ,8.063128495550131e-06  ,6.307084470512514  ,6.307084470512514  ,0.0023176180863835327
1102 ,0.16           ,46.25115722656 ,6.299323171524475  ,6.299323171524475  ,6.299319146400425  ,6.299319146400425  ,4.0251240500666086e-06 ,8.050248100133217e-06  ,6.297001204123902  ,6.297001204123902  ,0.0023219674005732216
1103 ,0.16           ,46.41115722656 ,6.289260354956561  ,6.289260354956561  ,6.2892563362624205 ,6.289256336262421  ,4.018694140128787e-06  ,8.037388280257574e-06  ,6.286934058061812  ,6.286934058061812  ,0.002326296894748836
1104 ,0.16           ,46.57115722656 ,6.2792136131754965 ,6.2792136131754965 ,6.279209600900996  ,6.279209600900996  ,4.012274500198032e-06  ,8.024549000396064e-06  ,6.276883006554343  ,6.276883006554343  ,0.002330606621153919
1105 ,0.16           ,46.73115722656 ,6.2691829205027085 ,6.2691829205027085 ,6.2691789146375925 ,6.2691789146375925 ,4.0058651160634895e-06 ,8.011730232126979e-06  ,6.266848023870799  ,6.266848023870799  ,0.0023348966319094444
1106 ,0.16           ,46.89115722656 ,6.259168251300643  ,6.259168251300643  ,6.259164251834674  ,6.259164251834674  ,3.9994659690734125e-06 ,7.998931938146825e-06  ,6.256829084321619  ,6.256829084321619  ,0.0023391669790244762
1107 ,0.16           ,47.05115722656 ,6.249169579972703  ,6.249169579972703  ,6.249165586895657  ,6.249165586895657  ,3.993077045905125e-06  ,7.98615409181025e-06   ,6.246826162258312  ,6.246826162258312  ,0.0023434177143908386
1108 ,0.16           ,47.21115722656 ,6.239186880963178  ,6.239186880963178  ,6.239182894264848  ,6.239182894264848  ,3.986698329683236e-06  ,7.973396659366472e-06  ,6.236839232073392  ,6.236839232073392  ,0.0023476488897857806
1109 ,0.16           ,47.37115722656 ,6.2292201287571825 ,6.2292201287571825 ,6.229216148427381  ,6.229216148427382  ,3.980329801756e-06     ,7.960659603512e-06     ,6.226868268200311  ,6.226868268200311  ,0.002351860556871088
1110 ,0.16           ,47.53115722656 ,6.21926929788059   ,6.21926929788059   ,6.219265323909141  ,6.219265323909142  ,3.973971448800739e-06  ,7.947942897601479e-06  ,6.2169132451134    ,6.2169132451134    ,0.0023560527671904197
1111 ,0.16           ,47.69115722656 ,6.209334362899966  ,6.209334362899966  ,6.209330395276716  ,6.209330395276716  ,3.967623250389352e-06  ,7.935246500778703e-06  ,6.20697413732779   ,6.20697413732779   ,0.002360225572176411
1112 ,0.16           ,47.85115722656 ,6.199415298422506  ,6.199415298422506  ,6.199411337137311  ,6.199411337137312  ,3.961285194975517e-06  ,7.922570389951034e-06  ,6.197050919399362  ,6.197050919399362  ,0.0023643790231444584
1113 ,0.16           ,48.01115722656 ,6.1895120790959695 ,6.1895120790959695 ,6.189508124138706  ,6.189508124138706  ,3.95495726301931e-06   ,7.90991452603862e-06   ,6.187143565924671  ,6.187143565924671  ,0.002368513171298048
1114 ,0.16           ,48.17115722656 ,6.179624679608612  ,6.179624679608612  ,6.179620730969172  ,6.179620730969173  ,3.948639439421697e-06  ,7.897278878843395e-06  ,6.177252051540888  ,6.177252051540888  ,0.0023726280677234257
1115 ,0.16           ,48.33115722656 ,6.169753074689125  ,6.169753074689125  ,6.169749132357416  ,6.169749132357417  ,3.942331709083646e-06  ,7.884663418167293e-06  ,6.167376350925732  ,6.167376350925732  ,0.0023767237633931515
1116 ,0.16           ,48.49115722656 ,6.15989723910657   ,6.15989723910657   ,6.159893303072517  ,6.159893303072517  ,3.93603405335341e-06   ,7.87206810670682e-06   ,6.1575164387974    ,6.1575164387974    ,0.0023808003091696506
1117 ,0.16           ,48.65115722656 ,6.150057147670314  ,6.150057147670314  ,6.150053217923854  ,6.150053217923855  ,3.92974645979649e-06   ,7.85949291959298e-06   ,6.147672289914516  ,6.147672289914516  ,0.0023848577557972206
1118 ,0.16           ,48.81115722656 ,6.140232775229961  ,6.140232775229961  ,6.1402288517610515 ,6.140228851761052  ,3.923468909761141e-06  ,7.846937819522282e-06  ,6.137843879076051  ,6.137843879076051  ,0.002388896153910025
1119 ,0.16           ,48.97115722656 ,6.130424096675297  ,6.130424096675297  ,6.1304201794739095 ,6.1304201794739095 ,3.91720138726015e-06   ,7.8344027745203e-06    ,6.128031181121269  ,6.128031181121269  ,0.0023929155540276525
1120 ,0.16           ,49.13115722656 ,6.120631086936214  ,6.120631086936214  ,6.120627175992337  ,6.120627175992338  ,3.910943877194484e-06  ,7.821887754388968e-06  ,6.118234170929657  ,6.118234170929657  ,0.002396916006556893
1121 ,0.16           ,49.29115722656 ,6.110853720982657  ,6.110853720982657  ,6.1108498162862945 ,6.110849816286295  ,3.904696362688753e-06  ,7.809392725377506e-06  ,6.108452823420865  ,6.108452823420865  ,0.0024008975617926254
1122 ,0.16           ,49.45115722656 ,6.101091973824554  ,6.101091973824554  ,6.101088075365725  ,6.101088075365725  ,3.898458828643925e-06  ,7.79691765728785e-06   ,6.098687113554636  ,6.098687113554636  ,0.002404860269917819
1123 ,0.16           ,49.61115722656 ,6.091345820511751  ,6.091345820511751  ,6.091341928280492  ,6.091341928280492  ,3.892231259072787e-06  ,7.784462518145574e-06  ,6.088937016330749  ,6.088937016330749  ,0.002408804181002644
1124 ,0.16           ,49.77115722656 ,6.081615236133953  ,6.081615236133953  ,6.0816113501203155 ,6.081611350120316  ,3.88601363709995e-06   ,7.7720272741999e-06    ,6.079202506788949  ,6.079202506788949  ,0.0024127293450035836
1125 ,0.16           ,49.93115722656 ,6.071900195820655  ,6.071900195820655  ,6.071896316014708  ,6.071896316014708  ,3.879805946738202e-06  ,7.759611893476404e-06  ,6.0694835600088854 ,6.0694835600088854 ,0.002416635811769652
1126 ,0.16           ,50.09115722656 ,6.062200674741085  ,6.062200674741085  ,6.062196801132911  ,6.062196801132911  ,3.873608173776688e-06  ,7.747216347553376e-06  ,6.0597801511100515 ,6.0597801511100515 ,0.002420523631033511
1127 ,0.16           ,50.25115722656 ,6.052516648104135  ,6.052516648104135  ,6.052512780683832  ,6.052512780683832  ,3.867420302228197e-06  ,7.734840604456394e-06  ,6.050092255251713  ,6.050092255251713  ,0.002424392852421242
1128 ,0.16           ,50.41115722656 ,6.042848091158297  ,6.042848091158297  ,6.042844229915982  ,6.042844229915983  ,3.861242315217339e-06  ,7.722484630434678e-06  ,6.040419847632853  ,6.040419847632853  ,0.0024282435254443513
1129 ,0.16           ,50.57115722656 ,6.033194979191606  ,6.033194979191606  ,6.03319112411741   ,6.033191124117411  ,3.855074195868724e-06  ,7.710148391737448e-06  ,6.030762903492101  ,6.030762903492101  ,0.0024320756995050985
1130 ,0.16           ,50.73115722656 ,6.02355728753157   ,6.02355728753157   ,6.023553438615641  ,6.023553438615641  ,3.848915929083319e-06  ,7.697831858166637e-06  ,6.021121398107675  ,6.021121398107675  ,0.0024358894238956097
1131 ,0.16           ,50.89115722656 ,6.0139349915451135 ,6.0139349915451135 ,6.013931148777612  ,6.013931148777612  ,3.842767501538447e-06  ,7.685535003076893e-06  ,6.011495306797317  ,6.011495306797317  ,0.0024396847477961003
1132 ,0.16           ,51.05115722656 ,6.004328066638507  ,6.004328066638507  ,6.004324230009611  ,6.004324230009612  ,3.836628896358718e-06  ,7.673257792717436e-06  ,6.001884604918228  ,6.001884604918228  ,0.0024434617202793163
1133 ,0.16           ,51.21115722656 ,5.9947364882573115 ,5.9947364882573115 ,5.994732657757217  ,5.994732657757217  ,3.830500094892386e-06  ,7.661000189784772e-06  ,5.9922892678670046 ,5.9922892678670046 ,0.002447220390306981
1134 ,0.16           ,51.37115722656 ,5.985160231886309  ,5.985160231886309  ,5.985156407505222  ,5.985156407505223  ,3.82438108648131e-06   ,7.64876217296262e-06   ,5.982709271079582  ,5.982709271079582  ,0.0024509608067271316
1135 ,0.16           ,51.53115722656 ,5.975599273049445  ,5.975599273049445  ,5.9755954547775945 ,5.975595454777595  ,3.818271850697386e-06  ,7.636543701394771e-06  ,5.973144590031158  ,5.973144590031158  ,0.00245468301828744
1136 ,0.16           ,51.69115722656 ,5.966053587309765  ,5.966053587309765  ,5.96604977513739   ,5.966049775137391  ,3.8121723751061154e-06 ,7.624344750212231e-06  ,5.963595200236148  ,5.963595200236148  ,0.0024583870736165636
1137 ,0.16           ,51.85115722656 ,5.95652315026935   ,5.95652315026935   ,5.956519344186706  ,5.956519344186707  ,3.8060826437202877e-06 ,7.612165287440575e-06  ,5.954061077248106  ,5.954061077248106  ,0.0024620730212436825
1138 ,0.16           ,52.01115722656 ,5.947007937569254  ,5.947007937569254  ,5.947004137566616  ,5.947004137566616  ,3.800002638776334e-06  ,7.600005277552668e-06  ,5.9445421966596745 ,5.9445421966596745 ,0.00246574090957985
1139 ,0.16           ,52.17115722656 ,5.937507924889447  ,5.937507924889447  ,5.9375041309571    ,5.9375041309571    ,3.7939323469515784e-06 ,7.587864693903157e-06  ,5.935038534102514  ,5.935038534102514  ,0.00246939078693309
1140 ,0.16           ,52.33115722656 ,5.928023087948745  ,5.928023087948745  ,5.928019300076992  ,5.9280193000769925 ,3.7878717531469874e-06 ,7.575743506293975e-06  ,5.925550065247239  ,5.925550065247239  ,0.0024730227015057338
1141 ,0.16           ,52.49115722656 ,5.918553402504752  ,5.918553402504752  ,5.918549620683914  ,5.918549620683914  ,3.7818208387108143e-06 ,7.563641677421629e-06  ,5.9160767658033695 ,5.9160767658033695 ,0.0024766367013828727
1142 ,0.16           ,52.65115722656 ,5.909098844353801  ,5.909098844353801  ,5.90909506857421   ,5.90909506857421   ,3.7757795912085612e-06 ,7.5515591824171224e-06 ,5.906618611519252  ,5.906618611519252  ,0.002480232834549234
1143 ,0.16           ,52.81115722656 ,5.899659389330887  ,5.899659389330887  ,5.899655619582893  ,5.899655619582893  ,3.7697479946530166e-06 ,7.539495989306033e-06  ,5.897175578182004  ,5.897175578182004  ,0.002483811148882964
1144 ,0.16           ,52.97115722656 ,5.890235013309607  ,5.890235013309607  ,5.890231249583575  ,5.890231249583575  ,3.7637260321687904e-06 ,7.527452064337581e-06  ,5.887747641617458  ,5.887747641617458  ,0.0024873716921494093
1145 ,0.16           ,53.13115722656 ,5.880825692202099  ,5.880825692202099  ,5.880821934488408  ,5.8808219344884085 ,3.757713691321385e-06  ,7.51542738264277e-06   ,5.87833477769009   ,5.87833477769009   ,0.0024909145120091125
1146 ,0.16           ,53.29115722656 ,5.871431401958979  ,5.871431401958979  ,5.871427650248026  ,5.871427650248027  ,3.751710953459053e-06  ,7.503421906918106e-06  ,5.868936962302963  ,5.868936962302963  ,0.0024944396560160342
1147 ,0.16           ,53.45115722656 ,5.862052118569284  ,5.862052118569284  ,5.862048372851478  ,5.862048372851479  ,3.7457178061472973e-06 ,7.491435612294595e-06  ,5.859554171397664  ,5.859554171397664  ,0.0024979471716202184
1148 ,0.16           ,53.61115722656 ,5.852687818060403  ,5.852687818060403  ,5.852684078326172  ,5.852684078326172  ,3.7397342307343706e-06 ,7.479468461468741e-06  ,5.850186380954245  ,5.850186380954245  ,0.002501437106158022
1149 ,0.16           ,53.77115722656 ,5.843338476498022  ,5.843338476498022  ,5.843334742737808  ,5.843334742737808  ,3.7337602138975967e-06 ,7.4675204277951934e-06 ,5.840833566991156  ,5.840833566991156  ,0.002504909506865438
1150 ,0.16           ,53.93115722656 ,5.834004069986059  ,5.834004069986059  ,5.834000342190318  ,5.834000342190318  ,3.7277957405379425e-06 ,7.455591481075885e-06  ,5.831495705565189  ,5.831495705565189  ,0.0025083644208701017
1151 ,0.16           ,54.09115722656 ,5.824684574666607  ,5.824684574666607  ,5.8246808528258125 ,5.8246808528258125 ,3.7218407946681964e-06 ,7.443681589336393e-06  ,5.822172772771411  ,5.822172772771411  ,0.002511801895195731
1152 ,0.16           ,54.25115722656 ,5.8153799667198705 ,5.8153799667198705 ,5.815376250824507  ,5.8153762508245075 ,3.7158953638538605e-06 ,7.431790727707721e-06  ,5.812864744743113  ,5.812864744743113  ,0.0025152219767576867
1153 ,0.16           ,54.41115722656 ,5.806090222364103  ,5.806090222364103  ,5.806086512404676  ,5.806086512404676  ,3.7099594276668313e-06 ,7.419918855333663e-06  ,5.803571597651734  ,5.803571597651734  ,0.0025186247123691885
1154 ,0.16           ,54.57115722656 ,5.7968153178555495 ,5.7968153178555495 ,5.796811613822574  ,5.796811613822575  ,3.7040329754489676e-06 ,7.408065950897935e-06  ,5.794293307706817  ,5.794293307706817  ,0.0025220101487324342
1155 ,0.16           ,54.73115722656 ,5.787555229488383  ,5.787555229488383  ,5.787551531372394  ,5.787551531372394  ,3.698115989436701e-06  ,7.396231978873402e-06  ,5.78502985115593   ,5.78502985115593   ,0.00252537833245281
1156 ,0.16           ,54.89115722656 ,5.778309933594647  ,5.778309933594647  ,5.778306241386192  ,5.778306241386192  ,3.692208455419177e-06  ,7.384416910838354e-06  ,5.775781204284622  ,5.775781204284622  ,0.00252872931002468
1157 ,0.16           ,55.05115722656 ,5.769079406544192  ,5.769079406544192  ,5.7690757202338325 ,5.7690757202338325 ,3.6863103591855406e-06 ,7.372620718371081e-06  ,5.766547343416352  ,5.766547343416352  ,0.002532063127839379
1158 ,0.16           ,55.21115722656 ,5.759863624744615  ,5.759863624744615  ,5.759859944322931  ,5.7598599443229315 ,3.6804216847485804e-06 ,7.360843369497161e-06  ,5.757328244912431  ,5.757328244912431  ,0.0025353798321843257
1159 ,0.16           ,55.37115722656 ,5.750662564641204  ,5.750662564641204  ,5.750658890098787  ,5.750658890098787  ,3.6745424170092633e-06 ,7.349084834018527e-06  ,5.748123885171959  ,5.748123885171959  ,0.002538679469244798
1160 ,0.16           ,55.53115722656 ,5.741476202716872  ,5.741476202716872  ,5.741472534044331  ,5.741472534044332  ,3.668672540868556e-06  ,7.337345081737112e-06  ,5.7389342406317745 ,5.7389342406317745 ,0.0025419620850977154
1161 ,0.16           ,55.69115722656 ,5.7323045154921    ,5.7323045154921    ,5.7323008526800585 ,5.7323008526800585 ,3.6628120412274257e-06 ,7.325624082454851e-06  ,5.729759287766379  ,5.729759287766379  ,0.0025452277257205225
1162 ,0.16           ,55.85115722656 ,5.723147479524875  ,5.723147479524875  ,5.723143822563971  ,5.723143822563971  ,3.6569609038750173e-06 ,7.3139218077500345e-06 ,5.720599003087891  ,5.720599003087891  ,0.0025484764369840818
1163 ,0.16           ,56.01115722656 ,5.714005071410632  ,5.714005071410632  ,5.7140014202915195 ,5.71400142029152   ,3.6511191128241194e-06 ,7.302238225648239e-06  ,5.7114533631459725 ,5.7114533631459725 ,0.00255170826465978
1164 ,0.16           ,56.17115722656 ,5.704877267782196  ,5.704877267782196  ,5.7048736224955405 ,5.7048736224955405 ,3.645286655640234e-06  ,7.290573311280468e-06  ,5.702322344527785  ,5.702322344527785  ,0.002554923254411534
1165 ,0.16           ,56.33115722656 ,5.695764045309716  ,5.695764045309716  ,5.695760405846202  ,5.695760405846203  ,3.6394635136716147e-06 ,7.278927027343229e-06  ,5.693205923857913  ,5.693205923857913  ,0.002558121451802897
1166 ,0.16           ,56.49115722656 ,5.686665380700609  ,5.686665380700609  ,5.686661747050936  ,5.686661747050936  ,3.6336496735955848e-06 ,7.2672993471911695e-06 ,5.684104077798315  ,5.684104077798315  ,0.0025613029022943934
1167 ,0.16           ,56.65115722656 ,5.677581250699506  ,5.677581250699506  ,5.677577622854383  ,5.677577622854383  ,3.6278451229776465e-06 ,7.255690245955293e-06  ,5.675016783048261  ,5.675016783048261  ,0.0025644676512444065
1168 ,0.16           ,56.81115722656 ,5.66851163208818   ,5.66851163208818   ,5.668508010038337  ,5.668508010038337  ,3.6220498422778746e-06 ,7.244099684555749e-06  ,5.665944016344271  ,5.665944016344271  ,0.0025676157439082914
1169 ,0.16           ,56.97115722656 ,5.659456501685497  ,5.659456501685497  ,5.659452885421677  ,5.659452885421677  ,3.6162638199499497e-06 ,7.2325276398998994e-06 ,5.656885754460056  ,5.656885754460056  ,0.002570747225441039
1170 ,0.16           ,57.13115722656 ,5.6504158363473564 ,5.6504158363473564 ,5.650412225860315  ,5.6504122258603156 ,3.610487041783017e-06  ,7.220974083566034e-06  ,5.647841974206464  ,5.647841974206464  ,0.0025738621408928353
1171 ,0.16           ,57.29115722656 ,5.641389612966625  ,5.641389612966625  ,5.641386008247135  ,5.641386008247135  ,3.6047194900135082e-06 ,7.2094389800270164e-06 ,5.638812652431408  ,5.638812652431408  ,0.0025769605352170544
1172 ,0.16           ,57.45115722656 ,5.632377808473082  ,5.632377808473082  ,5.632374209511931  ,5.632374209511931  ,3.598961151318747e-06  ,7.197922302637494e-06  ,5.629797766019823  ,5.629797766019823  ,0.002580042453259601
1173 ,0.16           ,57.61115722656 ,5.623380399833364  ,5.623380399833364  ,5.623376806621351  ,5.623376806621351  ,3.593212012376057e-06  ,7.186424024752114e-06  ,5.620797291893593  ,5.620797291893593  ,0.002583107939770457
1174 ,0.16           ,57.77115722656 ,5.614397364050896  ,5.614397364050896  ,5.61439377657884   ,5.61439377657884   ,3.587472056310048e-06  ,7.174944112620096e-06  ,5.611811207011501  ,5.611811207011501  ,0.0025861570393956868
1175 ,0.16           ,57.93115722656 ,5.605428678165845  ,5.605428678165845  ,5.605425096424574  ,5.605425096424575  ,3.581741270686223e-06  ,7.163482541372446e-06  ,5.602839488369163  ,5.602839488369163  ,0.002589189796681879
1176 ,0.16           ,58.09115722656 ,5.5964743192550515 ,5.5964743192550515 ,5.596470743235413  ,5.596470743235413  ,3.576019638629191e-06  ,7.152039277258382e-06  ,5.593882112998976  ,5.593882112998976  ,0.002592206256075258
1177 ,0.16           ,58.25115722656 ,5.587534264431975  ,5.587534264431975  ,5.587530694124826  ,5.587530694124826  ,3.570307148592633e-06  ,7.140614297185266e-06  ,5.584939057970052  ,5.584939057970052  ,0.0025952064619225723
1178 ,0.16           ,58.41115722656 ,5.5786084908466345 ,5.5786084908466345 ,5.578604926242853  ,5.578604926242853  ,3.5646037810366238e-06 ,7.1292075620732476e-06 ,5.576010300388168  ,5.576010300388168  ,0.0025981904584666538
1179 ,0.16           ,58.57115722656 ,5.569696975685552  ,5.569696975685552  ,5.569693416776024  ,5.569693416776025  ,3.5589095279675576e-06 ,7.117819055935115e-06  ,5.567095817395698  ,5.567095817395698  ,0.0026011582898544106
1180 ,0.16           ,58.73115722656 ,5.560799696171692  ,5.560799696171692  ,5.560796142947323  ,5.560796142947324  ,3.5532243689573306e-06 ,7.106448737914661e-06  ,5.558195586171559  ,5.558195586171559  ,0.002604110000133275
1181 ,0.16           ,58.89115722656 ,5.551916629564404  ,5.551916629564404  ,5.551913082016112  ,5.551913082016113  ,3.547548291571445e-06  ,7.09509658314289e-06   ,5.549309583931158  ,5.549309583931158  ,0.0026070456332458747
1182 ,0.16           ,59.05115722656 ,5.543047753159363  ,5.543047753159363  ,5.543044211278081  ,5.543044211278082  ,3.5418812815990464e-06 ,7.083762563198093e-06  ,5.540437787926321  ,5.540437787926321  ,0.002609965233041578
1183 ,0.16           ,59.21115722656 ,5.534193044288516  ,5.534193044288516  ,5.534189508065192  ,5.534189508065193  ,3.536223323941101e-06  ,7.072446647882202e-06  ,5.531580175445248  ,5.531580175445248  ,0.002612868843268501
1184 ,0.16           ,59.37115722656 ,5.525352480320018  ,5.525352480320018  ,5.525348949745615  ,5.525348949745615  ,3.5305744034985764e-06 ,7.061148806997153e-06  ,5.522736723812445  ,5.522736723812445  ,0.002615756507573508
1185 ,0.16           ,59.53115722656 ,5.51652603865818   ,5.51652603865818   ,5.51652251372367   ,5.516522513723671  ,3.524934509613331e-06  ,7.049869019226662e-06  ,5.513907410388671  ,5.513907410388671  ,0.0026186282695084273
1186 ,0.16           ,59.69115722656 ,5.507713696743405  ,5.507713696743405  ,5.507710177439781  ,5.507710177439781  ,3.5193036236336184e-06 ,7.038607247267237e-06  ,5.50509221257088   ,5.50509221257088   ,0.002621484172524724
1187 ,0.16           ,59.85115722656 ,5.4989154320521365 ,5.4989154320521365 ,5.498911918370403  ,5.498911918370403  ,3.5136817331249404e-06 ,7.027363466249881e-06  ,5.496291107792159  ,5.496291107792159  ,0.0026243242599779393
1188 ,0.16           ,60.01115722656 ,5.490131222096796  ,5.490131222096796  ,5.490127714027974  ,5.490127714027974  ,3.5080688221000855e-06 ,7.016137644200171e-06  ,5.487504073521674  ,5.487504073521674  ,0.0026271485751223622
1189 ,0.16           ,60.17115722656 ,5.481361044425729  ,5.481361044425729  ,5.4813575419608505 ,5.4813575419608505 ,3.502464878124556e-06  ,7.004929756249112e-06  ,5.478731087264616  ,5.478731087264616  ,0.002629957161112806
1190 ,0.16           ,60.33115722656 ,5.472604876623146  ,5.472604876623146  ,5.472601379753259  ,5.472601379753259  ,3.496869886987497e-06  ,6.993739773974994e-06  ,5.469972126562133  ,5.469972126562133  ,0.002632750061013489
1191 ,0.16           ,60.49115722656 ,5.463862696309066  ,5.463862696309066  ,5.4638592050252335 ,5.4638592050252335 ,3.491283832701697e-06  ,6.982567665403394e-06  ,5.461227168991281  ,5.461227168991281  ,0.002635527317785602
1192 ,0.16           ,60.65115722656 ,5.4551344811392575 ,5.4551344811392575 ,5.4551309954325555 ,5.4551309954325555 ,3.48570670194448e-06   ,6.97141340388896e-06   ,5.452496192164965  ,5.452496192164965  ,0.002638288974292635
1193 ,0.16           ,60.81115722656 ,5.446420208805183  ,5.446420208805183  ,5.446416728666703  ,5.446416728666704  ,3.4801384796168122e-06 ,6.9602769592336244e-06 ,5.443779173731879  ,5.443779173731879  ,0.0026410350733039323
1194 ,0.16           ,60.97115722656 ,5.437719857033942  ,5.437719857033942  ,5.43771638245479   ,5.43771638245479   ,3.474579152396018e-06  ,6.949158304792036e-06  ,5.435076091376448  ,5.435076091376448  ,0.0026437656574938018
1195 ,0.16           ,61.13115722656 ,5.429033403588216  ,5.429033403588216  ,5.429029934559507  ,5.429029934559507  ,3.4690287087357774e-06 ,6.938057417471555e-06  ,5.426386922818782  ,5.426386922818782  ,0.0026464807694335235
