n   ,h                      ,x              ,v[1]_1                 ,v[2]_1                ,v[1]_2                 ,v[2]_2                ,S                      ,ОЛП
146 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182416106   ,-0.3309603869158299   ,-0.3982499157757312    ,-0.3302927824771368   ,9.999999999983454e-05  ,0.0015999999999973527
147 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182418515   ,-0.3309603869157801   ,-0.3982499157757552    ,-0.3302927824770868   ,9.999999999983286e-05  ,0.0015999999999973258
148 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182420925   ,-0.3309603869157303   ,-0.3982499157757792    ,-0.33029278247703686  ,9.999999999983117e-05  ,0.0015999999999972987
149 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182423334   ,-0.3309603869156805   ,-0.39824991577580315   ,-0.3302927824769869   ,9.99999999998295e-05   ,0.001599999999997272
150 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182425743   ,-0.33096038691563073  ,-0.39824991577582713   ,-0.33029278247693694  ,9.99999999998278e-05   ,0.001599999999997245
151 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718242815    ,-0.33096038691558094  ,-0.3982499157758511    ,-0.330292782476887    ,9.999999999982613e-05  ,0.001599999999997218
152 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718243056    ,-0.33096038691553115  ,-0.3982499157758751    ,-0.330292782476837    ,9.999999999982445e-05  ,0.0015999999999971911
153 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718243297    ,-0.33096038691548135  ,-0.3982499157758991    ,-0.33029278247678706  ,9.999999999982274e-05  ,0.0015999999999971638
154 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718243538    ,-0.33096038691543156  ,-0.39824991577592306   ,-0.3302927824767371   ,9.999999999982104e-05  ,0.0015999999999971367
155 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718243779    ,-0.33096038691538177  ,-0.39824991577594704   ,-0.33029278247668714  ,9.999999999981936e-05  ,0.0015999999999971098
156 ,7.275957614183426e-14  ,11.52330531212 ,-0.396906671824402     ,-0.33096038691533197  ,-0.398249915775971     ,-0.3302927824766372   ,9.999999999981768e-05  ,0.001599999999997083
157 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182442607   ,-0.3309603869152822   ,-0.398249915775995     ,-0.3302927824765872   ,9.9999999999816e-05    ,0.001599999999997056
158 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182445016   ,-0.3309603869152324   ,-0.398249915776019     ,-0.33029278247653726  ,9.999999999981432e-05  ,0.0015999999999970291
159 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182447426   ,-0.3309603869151826   ,-0.39824991577604296   ,-0.3302927824764873   ,9.999999999981263e-05  ,0.001599999999997002
160 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182449835   ,-0.3309603869151328   ,-0.39824991577606694   ,-0.33029278247643734  ,9.999999999981095e-05  ,0.0015999999999969752
161 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182452244   ,-0.330960386915083    ,-0.3982499157760909    ,-0.3302927824763874   ,9.999999999980924e-05  ,0.0015999999999969478
162 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182454653   ,-0.3309603869150332   ,-0.3982499157761149    ,-0.3302927824763374   ,9.999999999980756e-05  ,0.001599999999996921
163 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718245706    ,-0.3309603869149834   ,-0.3982499157761389    ,-0.33029278247628746  ,9.999999999980588e-05  ,0.001599999999996894
164 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718245947    ,-0.3309603869149336   ,-0.39824991577616287   ,-0.3302927824762375   ,9.999999999980418e-05  ,0.001599999999996867
165 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718246188    ,-0.33096038691488383  ,-0.39824991577618685   ,-0.33029278247618754  ,9.999999999980252e-05  ,0.0015999999999968403
166 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718246429    ,-0.33096038691483404  ,-0.3982499157762108    ,-0.3302927824761376   ,9.999999999980082e-05  ,0.0015999999999968132
167 ,7.275957614183426e-14  ,11.52330531212 ,-0.396906671824667     ,-0.33096038691478424  ,-0.3982499157762348    ,-0.3302927824760876   ,9.999999999979914e-05  ,0.0015999999999967863
168 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718246911    ,-0.33096038691473445  ,-0.3982499157762588    ,-0.33029278247603766  ,9.999999999979744e-05  ,0.001599999999996759
169 ,7.275957614183426e-14  ,11.52330531212 ,-0.3969066718247152    ,-0.33096038691468466  ,-0.39824991577628277   ,-0.3302927824759877   ,9.999999999979575e-05  ,0.001599999999996732
170 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182473927   ,-0.33096038691463486  ,-0.39824991577630675   ,-0.33029278247593774  ,9.999999999979406e-05  ,0.001599999999996705
171 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182476336   ,-0.33096038691458507  ,-0.39824991577633073   ,-0.3302927824758878   ,9.99999999997924e-05   ,0.0015999999999966783
172 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182478745   ,-0.3309603869145353   ,-0.3982499157763547    ,-0.3302927824758378   ,9.99999999997907e-05   ,0.0015999999999966512
173 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182481154   ,-0.3309603869144855   ,-0.3982499157763787    ,-0.33029278247578786  ,9.999999999978902e-05  ,0.0015999999999966243
174 ,7.275957614183426e-14  ,11.52330531212 ,-0.39690667182483563   ,-0.3309603869144357   ,-0.3982499157764027    ,-0.3302927824757379   ,9.999999999978734e-05  ,0.0015999999999965974
175 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718248597    ,-0.3309603869143859   ,-0.39824991577642666   ,-0.33029278247568794  ,9.999999999978563e-05  ,0.00159999999999657
176 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718248838    ,-0.3309603869143361   ,-0.39824991577645064   ,-0.330292782475638    ,9.999999999978394e-05  ,0.001599999999996543
177 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718249079    ,-0.3309603869142863   ,-0.3982499157764746    ,-0.330292782475588    ,9.999999999978226e-05  ,0.001599999999996516
178 ,7.275957614183426e-14  ,11.52330531213 ,-0.396906671824932     ,-0.3309603869142365   ,-0.3982499157764986    ,-0.33029278247553806  ,9.999999999978058e-05  ,0.0015999999999964892
179 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718249561    ,-0.3309603869141867   ,-0.3982499157765226    ,-0.3302927824754881   ,9.99999999997789e-05   ,0.0015999999999964623
180 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718249802    ,-0.33096038691413693  ,-0.39824991577654656   ,-0.33029278247543814  ,9.999999999977721e-05  ,0.0015999999999964354
181 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718250043    ,-0.33096038691408713  ,-0.39824991577657054   ,-0.3302927824753882   ,9.999999999977552e-05  ,0.0015999999999964083
182 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182502837   ,-0.33096038691403734  ,-0.3982499157765945    ,-0.3302927824753382   ,9.999999999977383e-05  ,0.0015999999999963812
183 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182505246   ,-0.33096038691398755  ,-0.3982499157766185    ,-0.33029278247528826  ,9.999999999977213e-05  ,0.0015999999999963541
184 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182507655   ,-0.33096038691393775  ,-0.3982499157766425    ,-0.3302927824752383   ,9.999999999977045e-05  ,0.0015999999999963272
185 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182510064   ,-0.33096038691388796  ,-0.39824991577666646   ,-0.33029278247518834  ,9.999999999976877e-05  ,0.0015999999999963003
186 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182512473   ,-0.33096038691383817  ,-0.39824991577669044   ,-0.3302927824751384   ,9.999999999976708e-05  ,0.0015999999999962732
187 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718251488    ,-0.3309603869137884   ,-0.3982499157767144    ,-0.3302927824750884   ,9.99999999997654e-05   ,0.0015999999999962464
188 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718251729    ,-0.3309603869137386   ,-0.3982499157767384    ,-0.33029278247503846  ,9.99999999997637e-05   ,0.0015999999999962192
189 ,7.275957614183426e-14  ,11.52330531213 ,-0.396906671825197     ,-0.3309603869136888   ,-0.3982499157767624    ,-0.3302927824749885   ,9.999999999976202e-05  ,0.0015999999999961924
190 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718252211    ,-0.330960386913639    ,-0.39824991577678637   ,-0.33029278247493854  ,9.999999999976034e-05  ,0.0015999999999961655
191 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718252452    ,-0.3309603869135892   ,-0.39824991577681035   ,-0.3302927824748886   ,9.999999999975865e-05  ,0.0015999999999961384
192 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718252693    ,-0.3309603869135394   ,-0.39824991577683433   ,-0.3302927824748386   ,9.999999999975695e-05  ,0.0015999999999961113
193 ,7.275957614183426e-14  ,11.52330531213 ,-0.3969066718252934    ,-0.3309603869134896   ,-0.3982499157768583    ,-0.33029278247478866  ,9.999999999975527e-05  ,0.0015999999999960844
194 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182531747   ,-0.3309603869134398   ,-0.3982499157768823    ,-0.3302927824747387   ,9.999999999975359e-05  ,0.0015999999999960575
195 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182534156   ,-0.33096038691339     ,-0.39824991577690627   ,-0.33029278247468874  ,9.99999999997519e-05   ,0.0015999999999960304
196 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182536565   ,-0.33096038691334023  ,-0.39824991577693025   ,-0.3302927824746388   ,9.999999999975022e-05  ,0.0015999999999960035
197 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182538975   ,-0.33096038691329044  ,-0.39824991577695423   ,-0.3302927824745888   ,9.999999999974852e-05  ,0.0015999999999959764
198 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182541384   ,-0.33096038691324065  ,-0.3982499157769782    ,-0.33029278247453886  ,9.999999999974683e-05  ,0.0015999999999959493
199 ,7.275957614183426e-14  ,11.52330531213 ,-0.39690667182543793   ,-0.33096038691319085  ,-0.3982499157770022    ,-0.3302927824744889   ,9.999999999974515e-05  ,0.0015999999999959224
200 ,7.275957614183426e-14  ,11.52330531213 ,-0.396906671825462     ,-0.33096038691314106  ,-0.3982499157770262    ,-0.33029278247443894  ,9.999999999974347e-05  ,0.0015999999999958955
